Observation id	Observation date	Description	Media file	Total length	FPS	pre	post	Subject	Behavior	Behavioral category	Modifiers	Behavior type	Start (s)	Stop (s)	Duration (s)	Comment start	Comment stop
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			left	rearing	stress behaviour		STATE	491.275	492.775	1.500		
BRAC5178.2i(R),BRAC5178.2j(L),test	2021-03-13 20:48:48		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5178.2i(R)BRAC5178.2j(L)_food_deprivation_test_first bottom_left 03_12_2020 17_52_25 3.mp4	963.460	29.97			right	rearing	stress behaviour		STATE	492.261	493.762	1.501		
BRAC4943.6b(R),BRAC5007.4d(L),control	2021-03-15 21:57:48		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food-deprivation-control-pups-1-bottom-left-20-12.mp4	1243.570	29.98			left	licking and grooming	investigation		STATE	492.362	494.897	2.535		
BRAC5077.5d(R),BRAC5077.5e(L),control	2021-03-15 22:03:10		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5d(R)_BRAC5077.5e(L)_food_deprivation_control_pups_bottom_right 18_12_2020 12_06_29 4.mp4	1286.430	29.99			left	licking and grooming	investigation		STATE	492.384	493.631	1.247		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			right	chemoinvestigation	investigation		STATE	492.393	493.645	1.252		
BRAC4943.6b(R),BRAC5007.4d(L),test	2021-03-14 13:28:54		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food_deprivation_test_pups bottom_left 20_12_2020 18_05_17 3.mp4	1128.630	29.99			left	nest building	parental behaviour		STATE	492.629	509.630	17.001		
BRAC5007.4c(R),BRAC4943.6c(L),test	2021-03-14 13:31:59		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5007.4c(R)_BRAC4943.6c(L)_food_deprivation_test_pups bottom_right 20_12_2020 18_05_17 4.mp4	1129.600	29.98			right	chemoinvestigation	investigation		STATE	492.762	495.762	3.000		
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			left	digging	stress behaviour		STATE	493.026	494.776	1.750		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			right	digging	stress behaviour		STATE	493.384	496.134	2.750		
BRAC5077.5d(R),BRAC5077.5e(L),control	2021-03-15 22:03:10		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5d(R)_BRAC5077.5e(L)_food_deprivation_control_pups_bottom_right 18_12_2020 12_06_29 4.mp4	1286.430	29.99			right	chemoinvestigation	investigation		STATE	493.631	503.133	9.502		
BRAC4895.5b(R),BRAC4895.5e(L),test	2021-03-14 12:31:29		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_test_pups top_left 20_12_2020 17_46_55 1.mp4	960.657	29.99			left	licking and grooming	investigation		STATE	493.641	494.641	1.000		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			right	rearing	stress behaviour		STATE	493.645	498.145	4.500		
BRAC5077.5d(R),BRAC5077.5e(L),control	2021-03-15 22:03:10		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5d(R)_BRAC5077.5e(L)_food_deprivation_control_pups_bottom_right 18_12_2020 12_06_29 4.mp4	1286.430	29.99			left	digging	stress behaviour		STATE	493.880	495.130	1.250		
BRAC5077.5b(R),BRAC5077.5c(L),control	2021-03-15 22:01:07		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_control_pup bottom_left 18_12_2020 11_45_58 3.mp4	979.940	29.88			right	licking and grooming	investigation		STATE	493.994	495.996	2.002		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			left	in empty nest			STATE	494.635	496.634	1.999		
BRAC5215.1c(R),BRAC5215.1d(L),test	2021-03-13 22:41:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5215.1c(R)BRAC215.1d(L)_food_deprivation_test_first bottom_right 03_12_2020 18_52_25 4.mp4	963.700	29.98			right	licking and grooming	investigation		STATE	494.978	531.478	36.500		
BRAC4943.6b(R),BRAC5007.4d(L),control	2021-03-15 21:57:48		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food-deprivation-control-pups-1-bottom-left-20-12.mp4	1243.570	29.98			left	chemoinvestigation	investigation		STATE	494.997	496.431	1.434		
BRAC4895.5b(R),BRAC4895.5e(L),control	2021-03-15 21:55:14		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_control_pups top_left 20_12_2020 11_42_02 1.mp4	946.470	29.99			right	in empty nest			STATE	495.146	524.389	29.243		
BRAC4943.6b(R),BRAC5007.4d(L),control	2021-03-15 21:57:48		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food-deprivation-control-pups-1-bottom-left-20-12.mp4	1243.570	29.98			right	in empty nest			STATE	495.230	498.566	3.336		
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			right	chemoinvestigation	investigation		STATE	495.526	498.030	2.504		
BRAC5007.4c(R),BRAC4943.6c(L),test	2021-03-14 13:31:59		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5007.4c(R)_BRAC4943.6c(L)_food_deprivation_test_pups bottom_right 20_12_2020 18_05_17 4.mp4	1129.600	29.98			right	digging	stress behaviour		STATE	495.761	498.261	2.500		
BRAC4895.5b(R),BRAC4895.5e(L),control	2021-03-15 21:55:14		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_control_pups top_left 20_12_2020 11_42_02 1.mp4	946.470	29.99			left	chemoinvestigation	investigation		STATE	496.140	501.391	5.251		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			left	rearing	stress behaviour		STATE	496.634	497.633	0.999		
BRAC4673.7c(R),BRA4908.4f(L),control	2021-03-12 21:17:55		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			right	chemoinvestigation	investigation		STATE	496.636	497.390	0.754		
BRAC4673.7c(R),BRAC4908.4f(L),control	2021-03-14 11:39:27		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			right	chemoinvestigation	investigation		STATE	496.639	497.111	0.472		
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			left	digging	stress behaviour		STATE	497.029	502.779	5.750		
BRAC5007.4c(R),BRAC4943.6c(L),test	2021-03-14 13:31:59		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5007.4c(R)_BRAC4943.6c(L)_food_deprivation_test_pups bottom_right 20_12_2020 18_05_17 4.mp4	1129.600	29.98			right	chemoinvestigation	investigation		STATE	497.262	498.263	1.001		
BRAC4673.7c(R),BRA4908.4f(L),control	2021-03-12 21:17:55		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			right	rearing	stress behaviour		STATE	497.390	499.140	1.750		
BRAC4943.6b(R),BRAC5007.4d(L),control	2021-03-15 21:57:48		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food-deprivation-control-pups-1-bottom-left-20-12.mp4	1243.570	29.98			left	chemoinvestigation	investigation		STATE	497.398	500.801	3.403		
BRAC4673.7c(R),BRAC4908.4f(L),control	2021-03-14 11:39:27		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			right	rearing	stress behaviour		STATE	497.639	499.139	1.500		
BRAC5077.5b(R),BRAC5077.5c(L),control	2021-03-15 22:01:07		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_control_pup bottom_left 18_12_2020 11_45_58 3.mp4	979.940	29.88			right	in empty nest			STATE	497.747	504.999	7.252		
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			left	rearing	stress behaviour		STATE	498.109	499.860	1.751		
BRAC5215.1c(R),BRAC5215.1d(L),control	2021-03-12 21:45:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5215.1c(R)BRAC5215.1d(L)_food_deprivation_control_first bottom_right 03_12_2020 12_38_12 4.mp4	963.080	29.78			left	in nest	parental behaviour		STATE	498.396	504.402	6.006		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			left	nest building	parental behaviour		STATE	499.022	532.419	33.397		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			right	self-grooming	stress behaviour		STATE	499.097	499.264	0.167		
BRAC5077.5d(R),BRAC5077.5e(L),control	2021-03-15 22:03:10		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5d(R)_BRAC5077.5e(L)_food_deprivation_control_pups_bottom_right 18_12_2020 12_06_29 4.mp4	1286.430	29.99			left	rearing	stress behaviour		STATE	499.131	499.630	0.499		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			left	rearing	stress behaviour		STATE	499.386	501.886	2.500		
BRAC4943.6b(R),BRAC5007.4d(L),test	2021-03-14 13:28:54		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food_deprivation_test_pups bottom_left 20_12_2020 18_05_17 3.mp4	1128.630	29.99			left	in empty nest			STATE	499.630	506.131	6.501		
BRAC4673.7c(R),BRAC4908.4f(L),control	2021-03-14 11:39:27		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			right	licking and grooming	investigation		STATE	499.639	510.639	11.000		
BRAC4673.7c(R),BRA4908.4f(L),control	2021-03-12 21:17:55		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			right	licking and grooming	investigation		STATE	499.640	510.390	10.750		
BRAC4673.7c(R),BRAC4908.4f(L),control	2021-03-14 11:39:27		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			left	nest building	parental behaviour		STATE	499.640	503.892	4.252		
BRAC4943.6b(R),BRAC5007.4d(L),control	2021-03-15 21:57:48		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food-deprivation-control-pups-1-bottom-left-20-12.mp4	1243.570	29.98			right	licking and grooming	investigation		STATE	499.733	505.337	5.604		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			right	licking and grooming	investigation		STATE	499.773	504.270	4.497		
BRAC5178.2i(R),BRAC5178.2j(L),test	2021-03-13 20:48:48		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5178.2i(R)BRAC5178.2j(L)_food_deprivation_test_first bottom_left 03_12_2020 17_52_25 3.mp4	963.460	29.97			right	rearing	stress behaviour		STATE	500.265	501.265	1.000		
BRAC5007.4c(R),BRAC4943.6c(L),test	2021-03-14 13:31:59		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5007.4c(R)_BRAC4943.6c(L)_food_deprivation_test_pups bottom_right 20_12_2020 18_05_17 4.mp4	1129.600	29.98			right	digging	stress behaviour		STATE	500.510	503.761	3.251		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			right	in empty nest			STATE	500.897	504.647	3.750		
BRAC4943.6b(R),BRAC5007.4d(L),control	2021-03-15 21:57:48		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food-deprivation-control-pups-1-bottom-left-20-12.mp4	1243.570	29.98			left	rearing	stress behaviour		STATE	500.901	502.769	1.868		
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			right	rearing	stress behaviour		STATE	501.029	502.030	1.001		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			right	chemoinvestigation	investigation		STATE	501.136	502.637	1.501		
BRAC5178.2i(R),BRAC5178.2j(L),test	2021-03-13 20:48:48		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5178.2i(R)BRAC5178.2j(L)_food_deprivation_test_first bottom_left 03_12_2020 17_52_25 3.mp4	963.460	29.97			right	rearing	stress behaviour		STATE	502.267	510.517	8.250		
BRAC5077.5b(R),BRAC5077.5c(L),control	2021-03-15 22:01:07		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_control_pup bottom_left 18_12_2020 11_45_58 3.mp4	979.940	29.88			right	rearing	stress behaviour		STATE	502.499	503.749	1.250		
BRAC4895.5b(R),BRAC4895.5e(L),control	2021-03-15 21:55:14		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_control_pups top_left 20_12_2020 11_42_02 1.mp4	946.470	29.99			left	rearing	stress behaviour		STATE	502.645	505.396	2.751		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			left	in empty nest			STATE	502.722	504.335	1.613		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			left	in nest	parental behaviour		STATE	503.272	538.419	35.147		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			right	in empty nest			STATE	504.147	519.137	14.990		
BRAC5215.1c(R),BRAC5215.1d(L),control	2021-03-12 21:45:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5215.1c(R)BRAC5215.1d(L)_food_deprivation_control_first bottom_right 03_12_2020 12_38_12 4.mp4	963.080	29.78			right	rearing	stress behaviour		STATE	504.151	505.150	0.999		
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			right	rearing	stress behaviour		STATE	504.249	504.530	0.281		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			left	in empty nest			STATE	504.886	506.136	1.250		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			right	digging	stress behaviour		STATE	505.149	506.899	1.750		
BRAC4895.5b(R),BRAC4895.5e(L),test	2021-03-14 12:31:29		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_test_pups top_left 20_12_2020 17_46_55 1.mp4	960.657	29.99			right	rearing	stress behaviour		STATE	505.397	507.399	2.002		
BRAC5007.4c(R),BRAC4943.6c(L),test	2021-03-14 13:31:59		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5007.4c(R)_BRAC4943.6c(L)_food_deprivation_test_pups bottom_right 20_12_2020 18_05_17 4.mp4	1129.600	29.98			right	digging	stress behaviour		STATE	505.767	509.767	4.000		
BRAC5077.5b(R),BRAC5077.5c(L),control	2021-03-15 22:01:07		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_control_pup bottom_left 18_12_2020 11_45_58 3.mp4	979.940	29.88			left	licking and grooming	investigation		STATE	506.250	506.485	0.235		
BRAC5077.5b(R),BRAC5077.5c(L),control	2021-03-15 22:01:07		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_control_pup bottom_left 18_12_2020 11_45_58 3.mp4	979.940	29.88			left	licking and grooming	investigation		STATE	506.498	512.015	5.517		
BRAC5077.5d(R),BRAC5077.5e(L),control	2021-03-15 22:03:10		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5d(R)_BRAC5077.5e(L)_food_deprivation_control_pups_bottom_right 18_12_2020 12_06_29 4.mp4	1286.430	29.99			left	digging	stress behaviour		STATE	506.634	507.634	1.000		
BRAC4895.5b(R),BRAC4895.5e(L),test	2021-03-14 12:31:29		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_test_pups top_left 20_12_2020 17_46_55 1.mp4	960.657	29.99			left	digging	stress behaviour		STATE	506.648	511.148	4.500		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			right	in empty nest			STATE	507.023	509.024	2.001		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			left	in empty nest			STATE	507.056	510.282	3.226		
BRAC4895.5b(R),BRAC4895.5e(L),test	2021-03-14 12:31:29		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_test_pups top_left 20_12_2020 17_46_55 1.mp4	960.657	29.99			right	self-grooming	stress behaviour		STATE	507.399	511.150	3.751		
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			right	rearing	stress behaviour		STATE	507.531	509.281	1.750		
BRAC4943.6b(R),BRAC5007.4d(L),control	2021-03-15 21:57:48		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food-deprivation-control-pups-1-bottom-left-20-12.mp4	1243.570	29.98			left	chemoinvestigation	investigation		STATE	507.538	509.640	2.102		
BRAC5077.5d(R),BRAC5077.5e(L),control	2021-03-15 22:03:10		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5d(R)_BRAC5077.5e(L)_food_deprivation_control_pups_bottom_right 18_12_2020 12_06_29 4.mp4	1286.430	29.99			left	rearing	stress behaviour		STATE	507.634	511.634	4.000		
BRAC4943.6b(R),BRAC5007.4d(L),control	2021-03-15 21:57:48		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food-deprivation-control-pups-1-bottom-left-20-12.mp4	1243.570	29.98			right	rearing	stress behaviour		STATE	507.772	510.107	2.335		
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			left	in nest	parental behaviour		STATE	508.118	581.371	73.253		
BRAC4895.5b(R),BRAC4895.5e(L),control	2021-03-15 21:55:14		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_control_pups top_left 20_12_2020 11_42_02 1.mp4	946.470	29.99			left	rearing	stress behaviour		STATE	508.898	510.646	1.748		
BRAC5215.1c(R),BRAC5215.1d(L),control	2021-03-12 21:45:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5215.1c(R)BRAC5215.1d(L)_food_deprivation_control_first bottom_right 03_12_2020 12_38_12 4.mp4	963.080	29.78			right	rearing	stress behaviour		STATE	508.902	510.402	1.500		
BRAC5077.5d(R),BRAC5077.5e(L),control	2021-03-15 22:03:10		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5d(R)_BRAC5077.5e(L)_food_deprivation_control_pups_bottom_right 18_12_2020 12_06_29 4.mp4	1286.430	29.99			right	in empty nest			STATE	509.133	518.883	9.750		
BRAC5077.5b(R),BRAC5077.5c(L),control	2021-03-15 22:01:07		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_control_pup bottom_left 18_12_2020 11_45_58 3.mp4	979.940	29.88			right	rearing	stress behaviour		STATE	509.501	511.001	1.500		
BRAC4943.6b(R),BRAC5007.4d(L),control	2021-03-15 21:57:48		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food-deprivation-control-pups-1-bottom-left-20-12.mp4	1243.570	29.98			left	licking and grooming	investigation		STATE	509.973	512.542	2.569		
BRAC4939.7c(R),BRAC4939.7e(L),test	2021-03-14 13:27:47		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4939.7c(R)BRAC4939.7e(L)_food_deprivation_test_pups_top_left 18_12_2020 17_56_55 1.mp4	935.244	29.99			left	self-grooming	stress behaviour		STATE	510.400	518.149	7.749		
BRAC5007.4c(R),BRAC4943.6c(L),test	2021-03-14 13:31:59		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5007.4c(R)_BRAC4943.6c(L)_food_deprivation_test_pups bottom_right 20_12_2020 18_05_17 4.mp4	1129.600	29.98			right	digging	stress behaviour		STATE	510.770	521.269	10.499		
BRAC4673.7c(R),BRAC4908.4f(L),control	2021-03-14 11:39:27		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			left	in nest	parental behaviour		STATE	510.894	524.308	13.414		
BRAC4943.6b(R),BRAC5007.4d(L),test	2021-03-14 13:28:54		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food_deprivation_test_pups bottom_left 20_12_2020 18_05_17 3.mp4	1128.630	29.99			left	retrieval	parental behaviour		STATE	511.136	514.136	3.000		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			left	digging	stress behaviour		STATE	511.358	511.862	0.504		
BRAC4895.5b(R),BRAC4895.5e(L),test	2021-03-14 12:31:29		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_test_pups top_left 20_12_2020 17_46_55 1.mp4	960.657	29.99			left	rearing	stress behaviour		STATE	511.401	514.151	2.750		
