Observation id	Observation date	Description	Media file	Total length	FPS	pre	post	Subject	Behavior	Behavioral category	Modifiers	Behavior type	Start (s)	Stop (s)	Duration (s)	Comment start	Comment stop
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			right	chemoinvestigation	investigation		STATE	223.032	223.582	0.550		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			right	licking and grooming	investigation		STATE	223.045	227.797	4.752		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			right	licking and grooming	investigation		STATE	223.285	225.785	2.500		
BRAC4895.5b(R),BRAC4895.5e(L),test	2021-03-14 12:31:29		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_test_pups top_left 20_12_2020 17_46_55 1.mp4	960.657	29.99			left	rearing	stress behaviour		STATE	223.288	227.038	3.750		
BRAC5077.5b(R),BRAC5077.5c(L),test	2021-03-14 13:33:16		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_test_pups bottom_left 18_12_2020 18_16_12 3.mp4	1072.070	29.99			left	licking and grooming	investigation		STATE	223.521	227.021	3.500		
BRAC4895.5d(R),BRAC4895.5c(L),test	2021-03-14 12:33:09		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_test_pups top_right 20_12_2020 17_46_55 2.mp4	960.701	29.99			left	rearing	stress behaviour		STATE	223.528	225.278	1.750		
BRAC5077.5b(R),BRAC5077.5c(L),control	2021-03-15 22:01:07		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_control_pup bottom_left 18_12_2020 11_45_58 3.mp4	979.940	29.88			left	licking and grooming	investigation		STATE	223.893	227.394	3.501		
BRAC4895.5b(R),BRAC4895.5e(L),control	2021-03-15 21:55:14		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_control_pups top_left 20_12_2020 11_42_02 1.mp4	946.470	29.99			left	rearing	stress behaviour		STATE	224.036	225.536	1.500		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			right	rearing	stress behaviour		STATE	224.049	225.117	1.068		
BRAC4943.6b(R),BRAC5007.4d(L),test	2021-03-14 13:28:54		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food_deprivation_test_pups bottom_left 20_12_2020 18_05_17 3.mp4	1128.630	29.99			left	nest building	parental behaviour		STATE	224.517	226.017	1.500		
BRAC5077.5d(R),BRAC5077.5e(L),test	2021-03-14 13:33:48		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5077.5d(R)_BRAC5077.5e(L)_food_deprivation_test_pups bottom_right 18_12_2020 18_16_12 4.mp4	1072.324	29.99			right	pup introduction			POINT	224.773	224.773	NA		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			left	in empty nest			STATE	225.031	226.531	1.500		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			left	in empty nest			STATE	225.035	227.033	1.998		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			left	rearing	stress behaviour		STATE	225.282	227.532	2.250		
BRAC5215.1c(R),BRAC5215.1d(L),control	2021-03-12 21:45:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5215.1c(R)BRAC5215.1d(L)_food_deprivation_control_first bottom_right 03_12_2020 12_38_12 4.mp4	963.080	29.78			left	licking and grooming	investigation		STATE	225.284	227.293	2.009		
BRAC4895.5b(R),BRAC4895.5e(L),control	2021-03-15 21:55:14		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_control_pups top_left 20_12_2020 11_42_02 1.mp4	946.470	29.99			right	rearing	stress behaviour		STATE	225.308	227.037	1.729		
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			right	in empty nest			STATE	225.427	227.802	2.375		
BRAC4895.5d(R),BRAC4895.5c(L),test	2021-03-14 12:33:09		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_test_pups top_right 20_12_2020 17_46_55 2.mp4	960.701	29.99			left	chemoinvestigation	investigation		STATE	226.034	226.534	0.500		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			left	licking and grooming	investigation		STATE	226.243	228.091	1.848		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			left	rearing	stress behaviour		STATE	226.531	227.031	0.500		
BRAC4895.5b(R),BRAC4895.5e(L),control	2021-03-15 21:55:14		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_control_pups top_left 20_12_2020 11_42_02 1.mp4	946.470	29.99			left	in empty nest			STATE	226.536	227.287	0.751		
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			right	in empty nest			STATE	226.537	231.537	5.000		
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			left	digging	stress behaviour		STATE	226.654	228.254	1.600		
BRAC5077.5b(R),BRAC5077.5c(L),test	2021-03-14 13:33:16		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_test_pups bottom_left 18_12_2020 18_16_12 3.mp4	1072.070	29.99			left	rearing	stress behaviour		STATE	227.021	228.021	1.000		
BRAC4895.5d(R),BRAC4895.5c(L),test	2021-03-14 12:33:09		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_test_pups top_right 20_12_2020 17_46_55 2.mp4	960.701	29.99			left	chemoinvestigation	investigation		STATE	227.285	230.285	3.000		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			left	licking and grooming	investigation		STATE	227.534	237.783	10.249		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			right	rearing	stress behaviour		STATE	227.779	228.529	0.750		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			left	in empty nest			STATE	228.032	230.532	2.500		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			left	in empty nest			STATE	228.283	229.032	0.749		
BRAC5215.1c(R),BRAC5215.1d(L),control	2021-03-12 21:45:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5215.1c(R)BRAC5215.1d(L)_food_deprivation_control_first bottom_right 03_12_2020 12_38_12 4.mp4	963.080	29.78			left	licking and grooming	investigation		STATE	228.293	228.793	0.500		
BRAC4895.5b(R),BRAC4895.5e(L),control	2021-03-15 21:55:14		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_control_pups top_left 20_12_2020 11_42_02 1.mp4	946.470	29.99			right	in empty nest			STATE	228.538	230.538	2.000		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			left	rearing	stress behaviour		STATE	228.730	230.242	1.512		
BRAC4895.5b(R),BRAC4895.5e(L),test	2021-03-14 12:31:29		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_test_pups top_left 20_12_2020 17_46_55 1.mp4	960.657	29.99			left	rearing	stress behaviour		STATE	228.796	232.540	3.744		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			right	in empty nest			STATE	229.034	232.284	3.250		
BRAC4895.5b(R),BRAC4895.5e(L),control	2021-03-15 21:55:14		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_control_pups top_left 20_12_2020 11_42_02 1.mp4	946.470	29.99			left	chemoinvestigation	investigation		STATE	229.036	231.286	2.250		
BRAC5178.2i(R),BRAC5178.2j(L),test	2021-03-13 20:48:48		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5178.2i(R)BRAC5178.2j(L)_food_deprivation_test_first bottom_left 03_12_2020 17_52_25 3.mp4	963.460	29.97			left	trial end			POINT	229.130	229.130	NA		
BRAC5077.5b(R),BRAC5077.5c(L),control	2021-03-15 22:01:07		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_control_pup bottom_left 18_12_2020 11_45_58 3.mp4	979.940	29.88			left	rearing	stress behaviour		STATE	229.145	230.395	1.250		
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			right	in empty nest			STATE	229.742	233.623	3.881		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			right	licking and grooming	investigation		STATE	230.286	237.537	7.251		
BRAC5215.1c(R),BRAC5215.1d(L),test	2021-03-13 22:41:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5215.1c(R)BRAC215.1d(L)_food_deprivation_test_first bottom_right 03_12_2020 18_52_25 4.mp4	963.700	29.98			right	in nest	parental behaviour		STATE	230.411	241.661	11.250		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			left	licking and grooming	investigation		STATE	230.712	231.216	0.504		
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			left	rearing	stress behaviour		STATE	231.004	232.504	1.500		
BRAC4895.5b(R),BRAC4895.5e(L),control	2021-03-15 21:55:14		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_control_pups top_left 20_12_2020 11_42_02 1.mp4	946.470	29.99			right	rearing	stress behaviour		STATE	231.169	233.793	2.624		
BRAC5077.5d(R),BRAC5077.5e(L),test	2021-03-14 13:33:48		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5077.5d(R)_BRAC5077.5e(L)_food_deprivation_test_pups bottom_right 18_12_2020 18_16_12 4.mp4	1072.324	29.99			left	pup introduction			POINT	231.276	231.276	NA		
BRAC4895.5b(R),BRAC4895.5e(L),control	2021-03-15 21:55:14		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_control_pups top_left 20_12_2020 11_42_02 1.mp4	946.470	29.99			left	licking and grooming	investigation		STATE	231.286	232.292	1.006		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			left	rearing	stress behaviour		STATE	231.785	232.785	1.000		
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			right	licking and grooming	investigation		STATE	231.788	234.043	2.255		
BRAC4943.6b(R),BRAC5007.4d(L),test	2021-03-14 13:28:54		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food_deprivation_test_pups bottom_left 20_12_2020 18_05_17 3.mp4	1128.630	29.99			left	nest building	parental behaviour		STATE	232.017	242.035	10.018		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			right	rearing	stress behaviour		STATE	232.029	235.279	3.250		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			left	in empty nest			STATE	232.032	234.033	2.001		
BRAC5077.5b(R),BRAC5077.5c(L),control	2021-03-15 22:01:07		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_control_pup bottom_left 18_12_2020 11_45_58 3.mp4	979.940	29.88			left	licking and grooming	investigation		STATE	232.145	243.900	11.755		
BRAC5007.4c(R),BRAC4943.6c(L),test	2021-03-14 13:31:59		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5007.4c(R)_BRAC4943.6c(L)_food_deprivation_test_pups bottom_right 20_12_2020 18_05_17 4.mp4	1129.600	29.98			right	chemoinvestigation	investigation		STATE	232.160	233.660	1.500		
BRAC4895.5b(R),BRAC4895.5e(L),control	2021-03-15 21:55:14		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_control_pups top_left 20_12_2020 11_42_02 1.mp4	946.470	29.99			left	licking and grooming	investigation		STATE	232.793	251.042	18.249		
BRAC5215.1c(R),BRAC5215.1d(L),control	2021-03-12 21:45:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5215.1c(R)BRAC5215.1d(L)_food_deprivation_control_first bottom_right 03_12_2020 12_38_12 4.mp4	963.080	29.78			left	in empty nest			STATE	232.794	237.294	4.500		
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			left	licking and grooming	investigation		STATE	233.004	235.007	2.003		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			right	in empty nest			STATE	233.034	235.535	2.501		
BRAC5077.5b(R),BRAC5077.5c(L),control	2021-03-15 22:01:07		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_control_pup bottom_left 18_12_2020 11_45_58 3.mp4	979.940	29.88			right	in empty nest			STATE	233.392	237.893	4.501		
BRAC5215.1c(R),BRAC5215.1d(L),test	2021-03-13 22:41:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5215.1c(R)BRAC215.1d(L)_food_deprivation_test_first bottom_right 03_12_2020 18_52_25 4.mp4	963.700	29.98			right	licking and grooming	investigation		STATE	233.411	240.661	7.250		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			right	rearing	stress behaviour		STATE	233.548	234.298	0.750		
BRAC5007.4c(R),BRAC4943.6c(L),test	2021-03-14 13:31:59		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5007.4c(R)_BRAC4943.6c(L)_food_deprivation_test_pups bottom_right 20_12_2020 18_05_17 4.mp4	1129.600	29.98			right	licking and grooming	investigation		STATE	233.660	237.160	3.500		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			left	rearing	stress behaviour		STATE	233.669	234.375	0.706		
BRAC5077.5b(R),BRAC5077.5c(L),test	2021-03-14 13:33:16		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_test_pups bottom_left 18_12_2020 18_16_12 3.mp4	1072.070	29.99			left	chemoinvestigation	investigation		STATE	233.771	236.021	2.250		
BRAC4895.5d(R),BRAC4895.5c(L),test	2021-03-14 12:33:09		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_test_pups top_right 20_12_2020 17_46_55 2.mp4	960.701	29.99			left	nest building	parental behaviour		STATE	233.787	242.789	9.002		
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			right	in empty nest			STATE	234.627	237.069	2.442		
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			left	retrieval	parental behaviour		STATE	235.007	237.007	2.000		
BRAC4895.5b(R),BRAC4895.5e(L),test	2021-03-14 12:31:29		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_test_pups top_left 20_12_2020 17_46_55 1.mp4	960.657	29.99			left	licking and grooming	investigation		STATE	235.042	241.293	6.251		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			left	in empty nest			STATE	235.541	239.785	4.244		
BRAC4673.7c(R),BRAC4908.4f(L),control	2021-03-14 11:39:27		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			left	in nest	parental behaviour		STATE	235.544	289.783	54.239		
BRAC4673.7b(R),BRAC4908.4e(L),test	2021-03-13 00:34:59		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7b(R)BRAC4908.4e(L)_food_deprivation_test_first top_left 03_12_2020 17_34_11 1.mp4	960.900	29.99			right	aggressive contact	aggressive behaviour		STATE	235.656	241.044	5.388		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			left	digging	stress behaviour		STATE	235.887	236.324	0.437		
BRAC4673.7c(R),BRA4908.4f(L),control	2021-03-12 21:17:55		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			right	chemoinvestigation	investigation		STATE	236.039	242.540	6.501		
BRAC4673.7c(R),BRAC4908.4f(L),control	2021-03-14 11:39:27		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			right	licking and grooming	investigation		STATE	236.039	242.539	6.500		
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			left	licking and grooming	investigation		STATE	237.007	245.011	8.004		
